session,Period,Subject,matching_group,rand,r,Valuation,reported_valuation,sum_reported_valuations,GroupDecisionRule,GroupDecisionVote,GroupDecisionVote_XY,vote,VotesInFavour,transfer,reports_others_3_3,reports_others_3_1,reports_others_3_minus_1,reports_others_3_minus_3,reports_others_1_1,reports_others_1_minus_1,reports_others_1_minus_3,reports_others_minus_1_minus_1,reports_others_minus_1_minus_3,reports_others_minus_3_minus_3,TimeOKTestQuestionsOK,positive,TimeOKStageONEOK,TimeWertschaetbenStageTWOAGVOK,TimeStimmeAbgebenStageTWOK2OK,TimeWEITERStageTWOStatusQuoOK,TimeZumMuenzwuImplementationOK,Draw_random_provision,ReportsVector1,ReportsVector2,provision,payoff,earnings,TimeOKOUTPUTRESULTSOK,TimeOKEndOfTrialRoundsOK,independent_groups,group_formation,i,random_number,rank,TimeWEITERWAITNGAFTERROUND12OK,NumberRank,ValuationVector1,ValuationVector2,ValuationVector3,snr1,snr2,snr3,x,y,srnr1,srnr2,SelectedPeriod,TimeOKProfitInfoOK,Age,Gender,TimeOKQuestionaire1OK,Orientation,Party,TimeOKQuestionaire2OK,risk_self,risk_others,TimeOKQuestionaire3OK,reports_others_7_7,reports_others_7_1,reports_others_7_minus_1,reports_others_7_minus_3,reports_others_3_minus_7,reports_others_1_minus_7,reports_others_minus_1_minus_7,reports_others_minus_7_minus_7,reports_others_7_minus_2,reports_others_minus_1_minus_2,reports_others_minus_2_minus_2,reports_others_minus_2_minus_3,Study_Subject,Session_number,treatment_distribution,maxsession,maxsubject,Rule_1,Rule_2,identifier,SurplusGroup,EfficientChoice,HypotheticalResultAGV,HypotheticalResultSM,HypotheticalResultSQ,HypotheticalResultRAND,ChoiceResultSubject,BinaryChoice,dummy_valuation_negative,truth_telling,truth_telling_sign,never_misreports_sign,block,session_match,ad_interim_round,ex_ante_round,valuation_positive,valuation_negative,Value_factor,Rule_Vote,chose_AGV,chose_SM,chose_NSQ,chose_RAND,treatment_number,efficient,efficient_mech_choice,ex_ante_efficient,GK_prefAGV,TaxTheWinner,absVal,Veto,comparison_order_inverted
141210_1516,3,11,6,0.57092088,0.46697557,-1,-1,5,AGV,AGV,1,,,0.25,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,34,26.0,,,0.0,1,3,3,1,-0.75,,17,,2,2,2,10.502635,2,,1,-1,1,3,11,16,17,4,17,16,17,,,19,female,,5,Bündnis 90 / Die Grünen,,4,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,RAND,111,3,1,1,1,0,0.5,1.0,AGV vs. RAND,negative,1.0,1.0,1,1,1_2,0,1,0,1,Value -1,1,1.0,,,0.0,symmetric,1,1.0,1,,,1,,0
141210_1516,11,11,4,0.7179907,0.66440874,1,3,-1,AGV,AGV,2,,,0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,,1,36,34.0,,,0.0,0,1,-3,0,0.125,,23,,2,2,2,10.040554,1,,1,1,1,-3,11,18,19,4,19,18,19,,,19,female,,5,Bündnis 90 / Die Grünen,,4,4,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,AGV,111,-1,0,0,1,0,0.5,0.0,AGV vs. RAND,positive,1.0,1.0,1,2,1_2,0,1,1,0,Value 1,1,1.0,,,0.0,symmetric,1,1.0,1,,,1,,1
141210_1516,6,11,5,0.36674094,0.91570449,3,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,36,,38.0,,,0,-10,-10,1,3.0,,20,,2,2,2,10.192529,2,,1,3,3,3,11,13,18,4,18,13,18,,,19,female,,5,Bündnis 90 / Die Grünen,,4,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,NSQ,111,9,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,1,1_2,0,1,1,0,Value 3,1,,1.0,0.0,,symmetric,1,1.0,1,,,3,,0
141210_1516,12,11,4,0.6532374,0.60654312,1,-10,-30,SM,SM,2,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,34,,38.0,,,1,-10,-10,0,0.0,,22,,2,2,2,10.022495,1,,1,1,-3,-3,11,12,16,4,16,12,16,,,19,female,,5,Bündnis 90 / Die Grünen,,4,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,SM,111,-5,0,0,0,0,0.5,0.0,SM vs. NSQ,positive,,,1,2,1_2,0,1,1,0,Value 1,1,,1.0,0.0,,symmetric,1,1.0,1,,,1,,1
141210_1516,7,11,6,0.40793642,0.08158467,-3,-10,-30,SM,SM,2,0,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,36,,38.0,,0.0,0,-10,-10,0,0.0,,23,,2,2,2,10.632421,2,,1,-3,-3,-3,11,16,17,4,17,16,17,,,19,female,,5,Bündnis 90 / Die Grünen,,4,4,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,SM,111,-9,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,1,2,1_2,0,1,0,1,Value -3,1,,1.0,,0.0,symmetric,1,1.0,1,,,3,,1
141210_1516,2,11,5,0.57253802,0.060907338,-3,-10,-30,SM,SM,1,0,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,30,,37.0,,0.0,0,-10,-10,0,0.0,,24,,2,2,2,10.574435,2,,1,-3,-3,-3,11,15,17,4,17,15,17,,,19,female,,5,Bündnis 90 / Die Grünen,,4,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,RAND,111,-9,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,1,1,1_2,0,1,0,1,Value -3,1,,1.0,,0.0,symmetric,1,1.0,1,,,3,,0
141210_1516,10,11,4,0.59653842,0.27203986,-1,-10,-30,RAND,RAND,1,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,34,,,0.0,38.0,0,-10,-10,0,0.0,,24,,2,2,2,10.321268,1,,1,-1,-3,1,11,16,17,4,17,16,17,,,19,female,,5,Bündnis 90 / Die Grünen,,4,4,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,NSQ,111,-3,0,0,0,0,0.5,0.5,NSQ vs. RAND,negative,,,1,2,1_2,0,1,0,1,Value -1,0,,,0.0,1.0,symmetric,1,,1,,,1,,1
141210_1516,5,11,5,0.74993432,0.41852826,-1,-10,-30,RAND,RAND,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,33,,,0.0,38.0,0,-10,-10,0,0.0,,23,,2,2,2,10.335763,1,,1,-1,-1,-3,11,18,19,4,19,18,19,,,19,female,,5,Bündnis 90 / Die Grünen,,4,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,111,-5,0,0,0,0,0.5,0.5,NSQ vs. RAND,negative,,,1,1,1_2,0,1,0,1,Value -1,0,,,0.0,1.0,symmetric,1,,1,,,1,,0
141210_1516,9,12,4,0.77144843,0.33733821,-1,-1,-30,AGV,AGV,2,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,36,0.0,37.0,,,0,-10,-10,0,0.0,,24,,2,2,2,10.258474,1,,1,-1,-3,1,12,15,18,4,18,15,18,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,SM,112,-3,0,0,0,0,0.5,0.0,AGV vs. SM,negative,,,1,2,1_2,0,1,0,1,Value -1,0,0.0,1.0,,,symmetric,0,0.0,0,,,1,,0
141210_1516,1,12,6,0.70222729,0.38781318,-1,-3,-30,AGV,AGV,1,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,29,0.0,31.0,,,0,-10,-10,0,0.0,,22,,2,2,2,10.398967,1,,1,-1,-1,3,12,13,20,4,20,13,20,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,112,1,1,1,0,0,0.5,0.0,AGV vs. SM,negative,,,1,1,1_2,0,1,0,1,Value -1,0,0.0,1.0,,,symmetric,0,0.0,0,,,1,,1
141210_1516,8,12,7,0.51882184,0.23446968,-3,-3,-7,AGV,AGV,2,,,-0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,,0,34,35.0,,0.0,,1,-3,-1,0,-0.125,,17,,2,2,2,10.842874,3,,1,-3,-3,-1,12,17,19,4,19,17,19,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,NSQ,112,-7,0,0,0,0,0.5,0.0,AGV vs. NSQ,negative,1.0,1.0,1,2,1_2,0,1,0,1,Value -3,0,0.0,,1.0,,symmetric,0,0.0,0,,,3,,0
141210_1516,4,12,6,0.45726565,0.29744428,-1,1,3,AGV,AGV,1,,,0.125,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,31,34.0,,0.0,,0,3,1,1,-0.875,,21,,2,2,2,10.675211,2,,1,-1,1,1,12,16,18,4,18,16,18,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,AGV,112,1,1,1,1,0,0.5,0.0,AGV vs. NSQ,negative,1.0,1.0,1,1,1_2,0,1,0,1,Value -1,0,0.0,,1.0,,symmetric,0,0.0,0,,,1,,1
141210_1516,11,12,7,0.72298086,0.85588175,3,3,-30,AGV,AGV,1,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,37,0.0,,,39.0,0,-10,-10,0,0.0,,23,,2,2,2,10.992144,1,,1,3,-1,-1,12,17,20,4,20,17,20,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,AGV,112,1,1,1,0,0,0.5,0.5,AGV vs. RAND,positive,,,1,2,1_2,0,1,1,0,Value 3,0,0.0,,,1.0,symmetric,0,0.0,0,,,3,,1
141210_1516,3,12,5,0.051602092,0.6967839,1,1,3,AGV,AGV,2,,,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,,1,36,32.0,,,0.0,0,1,-1,1,0.75,,20,,2,2,2,10.501652,3,,1,1,3,-3,12,14,15,4,15,14,15,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,RAND,112,1,1,1,1,0,0.5,0.5,AGV vs. RAND,positive,0.0,1.0,1,1,1_2,0,1,1,0,Value 1,0,0.0,,,1.0,symmetric,0,0.0,0,,,1,,0
141210_1516,12,12,4,0.59930468,0.10179877,-3,-10,-30,SM,SM,2,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,35,,38.0,,,1,-10,-10,0,0.0,,24,,2,2,2,10.100019,2,,1,1,-3,-3,11,12,16,4,16,11,16,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,SM,112,-5,0,0,0,0,0.5,0.0,SM vs. NSQ,negative,,,1,2,1_2,0,1,0,1,Value -3,1,,1.0,0.0,,symmetric,1,1.0,1,,,3,,1
141210_1516,6,12,6,0.56299084,0.58897835,1,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,35,,38.0,,,0,-10,-10,1,1.0,,22,,2,2,2,10.48964,2,,1,1,1,-3,12,15,17,4,17,15,17,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,SM,NSQ,112,-1,0,0,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,1,1_2,0,1,1,0,Value 1,1,,1.0,0.0,,symmetric,1,1.0,1,,,1,,0
141210_1516,7,12,7,0.65752798,0.089067765,-3,-10,-30,SM,SM,2,0,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,33,,37.0,,0.0,0,-10,-10,0,0.0,,22,,2,2,2,10.933733,1,,1,-3,1,-3,12,14,19,4,19,14,19,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,SM,112,-5,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,1,2,1_2,0,1,0,1,Value -3,1,,1.0,,0.0,symmetric,1,1.0,1,,,3,,1
141210_1516,2,12,7,0.64693856,0.89695811,3,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,29,,34.0,,0.0,0,-10,-10,0,0.0,,23,,2,2,2,10.950754,1,,1,3,-3,-1,12,18,20,4,20,18,20,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,SM,RAND,112,-1,0,0,0,0,0.5,0.0,SM vs. RAND,positive,,,1,1,1_2,0,1,1,0,Value 3,1,,1.0,,0.0,symmetric,1,1.0,1,,,3,,0
141210_1516,10,12,7,0.8446523,0.14202571,-3,-10,-30,RAND,RAND,1,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,35,,,0.0,36.0,1,-10,-10,1,-3.0,,24,,2,2,2,10.935347,1,,1,-3,-3,1,12,18,21,4,21,18,21,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,NSQ,112,-5,0,0,0,0,0.5,0.5,NSQ vs. RAND,negative,,,1,2,1_2,0,1,0,1,Value -3,0,,,0.0,1.0,symmetric,1,,1,,,3,,1
141210_1516,5,12,4,0.63287646,0.46483719,-1,-10,-30,RAND,RAND,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,37,,,0.0,37.0,0,-10,-10,0,0.0,,24,,2,2,2,10.117442,1,,1,-1,3,-3,12,16,17,4,17,16,17,,,22,male,,6,SPD,,7,7,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,112,-1,0,0,0,0,0.5,0.5,NSQ vs. RAND,negative,,,1,1,1_2,0,1,0,1,Value -1,0,,,0.0,1.0,symmetric,1,,1,,,1,,0
141210_1516,1,13,6,0.39591077,0.33171678,-1,3,-30,AGV,AGV,1,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,7,0.0,28.0,,,0,-10,-10,0,0.0,,20,,2,2,2,10.416567,2,,1,-1,-1,3,12,13,20,4,20,12,20,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,113,1,1,1,0,0,0.5,0.0,AGV vs. SM,negative,,,1,1,1_2,0,1,0,1,Value -1,0,0.0,1.0,,,symmetric,0,0.0,0,,,1,,1
141210_1516,9,13,5,0.85267532,0.88255465,3,3,-30,AGV,AGV,2,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,35,0.0,38.0,,,0,-10,-10,1,3.0,,24,,2,2,2,10.38676,1,,1,-1,3,3,11,13,20,4,20,11,20,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,SM,113,5,1,1,1,0,0.5,1.0,AGV vs. SM,positive,,,1,2,1_2,0,1,1,0,Value 3,0,0.0,1.0,,,symmetric,0,0.0,0,,,3,,0
141210_1516,4,13,7,0.083590053,0.55402482,1,3,3,AGV,AGV,1,,,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,28,32.0,,0.0,,0,3,-3,1,1.0,,3,,2,2,2,10.888799,2,,1,1,1,-3,11,13,19,4,19,11,19,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,AGV,113,-1,0,0,1,0,0.5,0.0,AGV vs. NSQ,positive,0.0,1.0,1,1,1_2,0,1,1,0,Value 1,0,0.0,,1.0,,symmetric,0,0.0,0,,,1,,1
141210_1516,8,13,4,0.2195511,0.92861545,3,3,-30,AGV,AGV,2,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,31,0.0,,35.0,,1,-10,-10,0,0.0,,19,,2,2,2,10.222383,1,,1,1,3,-1,10,13,16,4,16,10,16,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,NSQ,113,3,1,1,1,0,0.5,0.0,AGV vs. NSQ,positive,,,1,2,1_2,0,1,1,0,Value 3,0,0.0,,1.0,,symmetric,0,0.0,0,,,3,,0
141210_1516,11,13,6,0.9535169,0.89477503,3,3,-1,AGV,AGV,2,,,-0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,,1,37,35.0,,,0.0,1,-1,-3,0,-0.125,,13,,2,2,2,10.634897,1,,1,3,-1,-1,13,15,16,4,16,15,16,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,AGV,113,1,1,1,0,0,0.5,1.0,AGV vs. RAND,positive,1.0,1.0,1,2,1_2,0,1,1,0,Value 3,1,1.0,,,0.0,symmetric,1,1.0,1,,,3,,1
141210_1516,3,13,7,0.93217421,0.42115292,-1,1,-1,AGV,AGV,1,,,-0.125,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,33,19.0,,,0.0,1,-1,3,0,-0.125,,11,,2,2,2,10.883311,1,,1,-1,-3,3,13,20,21,4,21,20,21,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,RAND,113,-1,0,0,0,0,0.5,0.0,AGV vs. RAND,negative,0.0,1.0,1,1,1_2,0,1,0,1,Value -1,1,1.0,,,0.0,symmetric,1,1.0,1,,,1,,0
141210_1516,6,13,5,0.91291398,0.97857517,3,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,31,,36.0,,,1,-10,-10,1,3.0,,23,,2,2,2,10.312809,1,,1,3,3,3,11,13,18,4,18,11,18,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,NSQ,113,9,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,1,1_2,0,1,1,0,Value 3,1,,1.0,0.0,,symmetric,1,1.0,1,,,3,,0
141210_1516,12,13,7,0.88381952,0.28507662,-1,-10,-30,SM,SM,2,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,36,,37.0,,,1,-10,-10,1,-1.0,,24,,2,2,2,10.586041,2,,1,-1,1,1,13,17,20,4,20,17,20,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,SM,113,1,1,1,1,0,0.5,1.0,SM vs. NSQ,negative,,,1,2,1_2,0,1,0,1,Value -1,1,,1.0,0.0,,symmetric,1,1.0,1,,,1,,1
141210_1516,2,13,6,0.31900841,0.56567121,1,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,28,,34.0,,0.0,1,-10,-10,1,1.0,,20,,2,2,2,10.631503,2,,1,1,1,1,13,19,21,4,21,19,21,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,RAND,113,3,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,1_2,0,1,1,0,Value 1,1,,1.0,,0.0,symmetric,1,1.0,1,,,1,,0
141210_1516,7,13,4,0.77832592,0.23803319,-3,-10,-30,RAND,RAND,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,35,,38.0,,0.0,0,-10,-10,0,0.0,,23,,2,2,2,10.013074,1,,1,-3,-3,-3,13,15,20,4,20,15,20,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,SM,113,-9,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,1,2,1_2,0,1,0,1,Value -3,1,,1.0,,0.0,symmetric,1,1.0,1,,,3,,1
141210_1516,5,13,7,0.68655074,0.70187616,1,-10,-30,RAND,RAND,1,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,33,,,0.0,32.0,1,-10,-10,1,1.0,,22,,2,2,2,10.932347,2,,1,1,1,1,13,15,20,4,20,15,20,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,113,3,1,1,1,0,0.5,0.0,NSQ vs. RAND,positive,,,1,1,1_2,0,1,1,0,Value 1,1,,,1.0,0.0,symmetric,1,,1,,,1,,0
141210_1516,10,13,6,0.14954963,0.44605497,-1,-10,-30,RAND,RAND,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,32,,,0.0,37.0,1,-10,-10,1,-1.0,,23,,2,2,2,10.597464,3,,1,-1,-1,-3,10,13,15,4,15,10,15,,,19,male,,9,CDU/CSU,,6,4,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,NSQ,113,-5,0,0,0,0,0.5,0.0,NSQ vs. RAND,negative,,,1,2,1_2,0,1,0,1,Value -1,1,,,1.0,0.0,symmetric,1,,1,,,1,,1
141210_1516,1,14,7,0.7232365,0.92581397,3,3,-30,AGV,AGV,1,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,26,0.0,16.0,,,1,-10,-10,0,0.0,,10,,2,2,2,10.955791,1,,1,3,-1,-3,14,16,17,4,17,16,17,,,21,female,,3,Nichtwähler,,2,7,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,114,-1,0,0,0,0,0.5,0.0,AGV vs. SM,positive,,,0,1,1_2,0,1,1,0,Value 3,0,0.0,1.0,,,symmetric,0,0.0,0,,,3,,1
141210_1516,9,14,6,0.22959138,0.40220487,-1,-1,-30,AGV,AGV,2,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,33,0.0,36.0,,,0,-10,-10,1,-1.0,,18,,2,2,2,10.758969,2,,1,-1,3,3,14,16,21,4,21,16,21,,,21,female,,3,Nichtwähler,,2,7,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,SM,114,5,1,1,1,0,0.5,1.0,AGV vs. SM,negative,,,0,2,1_2,0,1,0,1,Value -1,0,0.0,1.0,,,symmetric,0,0.0,0,,,1,,0
141210_1516,4,14,4,0.49462551,0.4076649,-1,1,-30,AGV,AGV,2,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,28,0.0,,34.0,,1,-10,-10,0,0.0,,23,,2,2,2,10.387209,2,,1,-1,3,-3,14,20,21,4,21,20,21,,,21,female,,3,Nichtwähler,,2,7,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,AGV,114,-1,0,0,0,0,0.5,0.0,AGV vs. NSQ,negative,,,0,1,1_2,0,1,0,1,Value -1,1,1.0,,0.0,,symmetric,1,1.0,1,,,1,,1
141210_1516,8,14,5,0.36797589,0.57102376,1,3,3,AGV,AGV,1,,,0.125,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,34,35.0,,0.0,,0,3,-1,1,1.125,,17,,2,2,2,10.303537,2,,1,1,1,-3,11,14,21,4,21,11,21,,,21,female,,3,Nichtwähler,,2,7,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,NSQ,114,-1,0,0,1,0,0.5,0.0,AGV vs. NSQ,positive,1.0,1.0,0,2,1_2,0,1,1,0,Value 1,1,1.0,,0.0,,symmetric,1,1.0,1,,,1,,0
141210_1516,11,14,5,0.69665098,0.030334931,-3,-3,-1,AGV,AGV,2,,,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1.0,-1.0,,0,29,38.0,,,0.0,1,-1,-1,0,0.0,,21,,2,2,2,10.322725,1,,1,-1,-3,-3,10,14,21,4,21,10,21,,,21,female,,3,Nichtwähler,,2,7,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,AGV,114,-7,0,0,0,0,0.5,0.0,AGV vs. RAND,negative,0.0,0.0,0,2,1_2,0,1,0,1,Value -3,1,1.0,,,0.0,symmetric,1,1.0,1,,,3,,1
141210_1516,3,14,5,0.34080541,0.77873665,3,3,3,AGV,AGV,2,,,0.125,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,24,24.0,,,0.0,1,3,-1,1,3.125,,14,,2,2,2,10.460314,2,,1,1,3,-3,12,14,15,4,15,12,15,,,21,female,,3,Nichtwähler,,2,7,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,RAND,114,1,1,1,1,0,0.5,0.5,AGV vs. RAND,positive,0.0,1.0,0,1,1_2,0,1,1,0,Value 3,0,0.0,,,1.0,symmetric,0,0.0,1,,,3,,0
141210_1516,6,14,7,0.24588303,0.13027839,-3,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,33,,34.0,,,1,-10,-10,1,-3.0,,12,,2,2,2,10.795697,3,,1,3,-3,3,10,14,20,4,20,10,20,,,21,female,,3,Nichtwähler,,2,7,,,,,,,,,,,,,,,1,symmetric,9,21,SM,NSQ,114,3,1,1,1,0,0.5,1.0,SM vs. NSQ,negative,,,0,1,1_2,0,1,0,1,Value -3,1,,1.0,0.0,,symmetric,1,1.0,1,,,3,,0
141210_1516,12,14,6,0.98123962,0.61799216,1,-10,-30,SM,SM,2,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,34,,36.0,,,1,-10,-10,1,1.0,,23,,2,2,2,10.352309,1,,1,-1,1,3,10,14,19,4,19,10,19,,,21,female,,3,Nichtwähler,,2,7,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,SM,114,3,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,0,2,1_2,0,1,1,0,Value 1,1,,1.0,0.0,,symmetric,1,1.0,1,,,1,,1
141210_1516,7,14,7,0.64830577,0.62394196,1,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,32,,32.0,,0.0,0,-10,-10,0,0.0,,21,,2,2,2,10.778622,2,,1,-3,1,-3,12,14,19,4,19,12,19,,,21,female,,3,Nichtwähler,,2,7,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,SM,114,-5,0,0,0,0,0.5,0.5,SM vs. RAND,positive,,,0,2,1_2,0,1,1,0,Value 1,0,,0.0,,1.0,symmetric,0,0.0,0,,,1,,1
