session,Period,Subject,matching_group,rand,r,Valuation,reported_valuation,sum_reported_valuations,GroupDecisionRule,GroupDecisionVote,GroupDecisionVote_XY,vote,VotesInFavour,transfer,reports_others_3_3,reports_others_3_1,reports_others_3_minus_1,reports_others_3_minus_3,reports_others_1_1,reports_others_1_minus_1,reports_others_1_minus_3,reports_others_minus_1_minus_1,reports_others_minus_1_minus_3,reports_others_minus_3_minus_3,TimeOKTestQuestionsOK,positive,TimeOKStageONEOK,TimeWertschaetbenStageTWOAGVOK,TimeStimmeAbgebenStageTWOK2OK,TimeWEITERStageTWOStatusQuoOK,TimeZumMuenzwuImplementationOK,Draw_random_provision,ReportsVector1,ReportsVector2,provision,payoff,earnings,TimeOKOUTPUTRESULTSOK,TimeOKEndOfTrialRoundsOK,independent_groups,group_formation,i,random_number,rank,TimeWEITERWAITNGAFTERROUND12OK,NumberRank,ValuationVector1,ValuationVector2,ValuationVector3,snr1,snr2,snr3,x,y,srnr1,srnr2,SelectedPeriod,TimeOKProfitInfoOK,Age,Gender,TimeOKQuestionaire1OK,Orientation,Party,TimeOKQuestionaire2OK,risk_self,risk_others,TimeOKQuestionaire3OK,reports_others_7_7,reports_others_7_1,reports_others_7_minus_1,reports_others_7_minus_3,reports_others_3_minus_7,reports_others_1_minus_7,reports_others_minus_1_minus_7,reports_others_minus_7_minus_7,reports_others_7_minus_2,reports_others_minus_1_minus_2,reports_others_minus_2_minus_2,reports_others_minus_2_minus_3,Study_Subject,Session_number,treatment_distribution,maxsession,maxsubject,Rule_1,Rule_2,identifier,SurplusGroup,EfficientChoice,HypotheticalResultAGV,HypotheticalResultSM,HypotheticalResultSQ,HypotheticalResultRAND,ChoiceResultSubject,BinaryChoice,dummy_valuation_negative,truth_telling,truth_telling_sign,never_misreports_sign,block,session_match,ad_interim_round,ex_ante_round,valuation_positive,valuation_negative,Value_factor,Rule_Vote,chose_AGV,chose_SM,chose_NSQ,chose_RAND,treatment_number,efficient,efficient_mech_choice,ex_ante_efficient,GK_prefAGV,TaxTheWinner,absVal,Veto,comparison_order_inverted
141217_1145,15,8,1,.38439342,.89097089,3,1,7,AGV,AGV,1,-1,0,.25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,26,29,,,,0,3,3,1,3.25,,18,,1,-1,2,.026442232,3,,1,3,1,3,1,2,8,4,2,1,2,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,SM,308,7,1,1,1,0,.5,1,AGV vs. SM,positive,0,1,0,3,3_1,1,0,1,0,Value 3,1,1,0,,,symmetric,1,1,0,1,,3,,0
141217_1145,3,8,3,.14173537,.68082333,1,-10,-30,SM,AGV,1,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,25,,25,,,1,-10,-10,1,1,,7,,1,-1,2,.84759718,3,,1,1,-1,1,4,5,8,4,5,4,5,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,SM,308,1,1,1,1,0,.5,1,AGV vs. SM,positive,,,0,1,3_1,0,1,1,0,Value 1,1,1,0,,,symmetric,1,1,1,,,1,,0
141217_1145,9,8,2,.50399077,.12838361,-3,3,3,AGV,AGV,2,-1,0,-.25,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,,0,27,28,0,,,1,1,-1,1,-3.25,,22,,1,-1,2,.56876826,1,,1,1,-1,-3,1,4,8,4,4,1,4,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,AGV,308,-3,0,0,0,0,.5,0,AGV vs. SM,negative,0,0,0,2,3_1,0,1,0,1,Value -3,1,1,0,,,symmetric,1,1,1,,,3,,1
141217_1145,17,8,3,.22737017,.1108007,-3,3,7,AGV,NSQ,2,-1,0,-.125,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,,0,31,32,,0,,0,3,1,1,-3.125,,23,,1,-1,2,.54564416,3,,1,3,-3,1,5,8,9,4,9,5,9,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,NSQ,308,1,1,1,1,0,.5,0,AGV vs. NSQ,negative,0,0,0,3,3_1,1,0,0,1,Value -3,0,0,,1,,symmetric,0,0,0,,,3,,0
141217_1145,11,8,3,.39782733,.15019724,-3,1,-1,AGV,AGV,2,-1,0,.125,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,,0,27,31,,,,1,1,-3,0,.125,,13,,1,-1,2,.82729596,2,,1,1,-3,-3,1,3,8,4,3,1,3,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,AGV,308,-5,0,0,0,0,.5,0,AGV vs. NSQ,negative,0,0,0,2,3_1,0,1,0,1,Value -3,1,1,,0,,symmetric,1,1,1,,,3,,1
141217_1145,5,8,2,.76318371,.12055419,-3,-10,-30,NSQ,AGV,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,30,0,,37,,1,-10,-10,0,0,,14,,1,-1,2,.54824078,2,,1,-1,-3,-3,1,4,8,4,4,1,4,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,NSQ,308,-7,0,0,0,0,.5,0,AGV vs. NSQ,negative,,,0,1,3_1,0,1,0,1,Value -3,1,1,,0,,symmetric,1,1,1,,,3,,0
141217_1145,14,8,3,.11297162,.54884064,1,1,1,AGV,AGV,2,-1,0,.25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,,1,31,30,,,,0,3,-3,1,1.25,,23,,1,-1,2,.99831873,3,,1,3,-3,1,1,6,8,4,6,1,6,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,RAND,AGV,308,1,1,1,1,0,.5,1,AGV vs. RAND,positive,1,1,0,3,3_1,1,0,1,0,Value 1,1,1,,,0,symmetric,1,1,0,,,1,,1
141217_1145,7,8,3,.23698734,.092851013,-3,1,3,AGV,AGV,1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,,0,34,34,,,,1,1,1,1,-3,,21,,1,-1,2,.92124939,2,,1,1,-3,1,2,8,9,4,9,2,9,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,RAND,308,-1,0,0,1,0,.5,0,AGV vs. RAND,negative,0,0,0,2,3_1,0,1,0,1,Value -3,1,1,,,0,symmetric,1,1,1,,,3,,0
141217_1145,2,8,1,.063690573,.99078035,3,1,5,AGV,AGV,2,-1,0,.125,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,,1,26,25,,,,1,3,1,1,3.125,,17,,1,-1,2,.23726846,3,,1,3,-1,3,1,4,8,4,4,1,4,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,RAND,AGV,308,5,1,1,1,0,.5,1,AGV vs. RAND,positive,0,1,0,1,3_1,0,1,1,0,Value 3,1,1,,,0,symmetric,1,1,1,,,3,,1
141217_1145,18,8,3,.10464657,.79495841,3,-10,-30,NSQ,SM,2,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,33,,,37,,0,-10,-10,0,0,9,20,,1,-1,2,.81243825,2,,1,-1,-1,3,1,6,8,4,6,1,6,9,22,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,SM,308,1,1,1,0,0,.5,0,SM vs. NSQ,positive,,,0,3,3_1,1,0,1,0,Value 3,1,,1,0,,symmetric,1,1,0,,,3,,1
141217_1145,4,8,2,.72540146,.45746499,-1,-10,-30,SM,SM,2,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,25,,25,,,0,-10,-10,1,-1,,22,,1,-1,2,.68220258,1,,1,1,-3,-1,2,6,8,4,6,2,6,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,SM,308,-3,0,0,0,0,.5,0,SM vs. NSQ,negative,,,0,1,3_1,0,1,0,1,Value -1,1,,1,0,,symmetric,1,1,1,,,1,,1
141217_1145,10,8,1,.35446197,.49329108,-1,-10,-30,SM,SM,1,No,1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,31,,31,,,1,-10,-10,0,0,,24,,1,-1,2,.061824862,3,,1,-1,3,-1,1,3,8,4,3,1,3,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,NSQ,308,1,1,1,0,0,.5,0,SM vs. NSQ,negative,,,0,2,3_1,0,1,0,1,Value -1,1,,1,0,,symmetric,1,1,1,,,1,,0
141217_1145,16,8,3,.82125747,.35927647,-1,-10,-30,SM,SM,1,No,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,31,,37,,0,1,-10,-10,1,-1,,22,,1,-1,2,.87386942,1,,1,3,1,-1,4,6,8,4,6,4,6,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,RAND,308,3,1,1,1,0,.5,1,SM vs. RAND,negative,,,0,3,3_1,1,0,0,1,Value -1,1,,1,,0,symmetric,1,1,0,,,1,,0
141217_1145,1,8,2,.28482518,.20636536,-3,-10,-30,SM,RAND,2,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,10,,16,,,1,-10,-10,1,-3,,20,,1,-1,2,.69368702,3,,1,1,-3,-3,5,8,9,4,9,5,9,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,RAND,308,-5,0,0,0,0,.5,.5,SM vs. RAND,negative,,,0,1,3_1,0,1,0,1,Value -3,0,,0,,1,symmetric,0,0,0,,,3,,0
141217_1145,12,8,3,.56538504,.52709919,1,-10,-30,SM,SM,2,Yes,3,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,30,,36,,,0,-10,-10,1,1,,22,,1,-1,2,.96949464,2,,1,3,1,1,4,5,8,4,5,4,5,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,RAND,SM,308,5,1,1,1,0,.5,1,SM vs. RAND,positive,,,0,2,3_1,0,1,1,0,Value 1,1,,1,,0,symmetric,1,1,0,,,1,,1
141217_1145,13,8,2,.53230762,.19925411,-3,-10,-30,NSQ,NSQ,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,21,,,34,0,1,-10,-10,0,0,,23,,1,-1,2,.4079642,2,93,1,-1,-3,-3,6,8,9,4,9,6,9,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,RAND,308,-7,0,0,0,0,.5,0,NSQ vs. RAND,negative,,,0,3,3_1,1,0,0,1,Value -3,1,,,1,0,symmetric,1,,0,,,3,,0
141217_1145,6,8,2,.56074357,.50488245,1,-10,-30,RAND,RAND,2,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,32,,,0,30,1,-10,-10,1,1,,24,,1,-1,2,.37454164,2,,1,3,1,3,7,8,9,4,9,7,9,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,RAND,308,7,1,1,1,0,.5,.5,NSQ vs. RAND,positive,,,0,1,3_1,0,1,1,0,Value 1,0,,,0,1,symmetric,1,,1,,,1,,0
141217_1145,8,8,1,.13133641,.10922301,-3,-10,-30,NSQ,RAND,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,24,,,29,,0,-10,-10,0,0,,23,,1,-1,2,.22641991,2,,1,1,3,-3,1,3,8,4,3,1,3,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,RAND,NSQ,308,1,1,1,1,0,.5,.5,NSQ vs. RAND,negative,,,0,2,3_1,0,1,0,1,Value -3,0,,,0,1,symmetric,1,,1,,,3,,1
141217_1145,15,9,3,.63925892,.7129401,1,1,-5,AGV,SM,2,-1,0,.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,1,16,28,,,,0,-3,-3,0,.25,,-16,,1,-1,2,.72609168,2,,1,-3,-3,1,3,7,9,4,7,3,7,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,SM,309,-5,0,0,0,0,.5,0,AGV vs. SM,positive,1,1,1,3,3_1,1,0,1,0,Value 1,0,0,1,,,symmetric,0,0,0,0,,1,,0
141217_1145,9,9,3,.57975948,.84460187,3,-10,-30,SM,AGV,2,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,18,0,24,,,1,-10,-10,1,3,,1,,1,-1,2,.78662264,2,,1,3,-1,3,6,7,9,4,7,6,7,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,AGV,309,5,1,1,1,0,.5,1,AGV vs. SM,positive,,,1,2,3_1,0,1,1,0,Value 3,1,1,0,,,symmetric,1,1,1,,,3,,1
141217_1145,3,9,2,.28048652,.59722465,1,-10,-30,SM,AGV,1,Yes,1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,19,,3,,,1,-10,-10,0,0,,10,,1,-1,2,.44268769,2,,1,-1,-1,1,3,6,9,4,6,3,6,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,SM,309,-1,0,0,0,0,.5,0,AGV vs. SM,positive,,,1,1,3_1,0,1,1,0,Value 1,1,1,0,,,symmetric,1,1,1,,,1,,0
141217_1145,17,9,3,.67925465,.7176761,1,1,7,AGV,AGV,1,-1,0,.25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,30,16,,0,,1,3,3,1,1.25,,-2,,1,-1,2,.85028124,1,,1,3,-3,1,5,8,9,4,8,5,8,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,NSQ,309,1,1,1,1,0,.5,1,AGV vs. NSQ,positive,1,1,1,3,3_1,1,0,1,0,Value 1,1,1,,0,,symmetric,1,1,0,,,1,,0
141217_1145,5,9,3,.97805476,.099546432,-3,-3,3,AGV,AGV,1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,31,8,,0,,0,3,3,1,-3,,-10,,1,-1,2,.80300945,2,,1,3,3,-3,2,3,9,4,3,2,3,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,NSQ,309,3,1,1,1,0,.5,1,AGV vs. NSQ,negative,1,1,1,1,3_1,0,1,0,1,Value -3,1,1,,0,,symmetric,1,1,1,,,3,,0
141217_1145,11,9,1,.12455413,.16027662,-3,-1,-1,AGV,AGV,2,-1,0,.25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,,0,25,2,,,,0,-3,3,0,.25,,-7,,1,-1,2,.49096406,3,,1,-1,1,-3,2,4,9,4,4,2,4,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,AGV,309,-3,0,0,0,0,.5,0,AGV vs. NSQ,negative,0,1,1,2,3_1,0,1,0,1,Value -3,1,1,,0,,symmetric,1,1,1,,,3,,1
141217_1145,14,9,1,.4337374,.95380193,3,3,1,AGV,AGV,2,-1,0,-.25,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,,1,19,13,,,,1,-1,-1,1,2.75,,2,,1,-1,2,.27345207,2,,1,-1,-1,3,4,5,9,4,5,4,5,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,RAND,AGV,309,1,1,1,0,0,.5,1,AGV vs. RAND,positive,1,1,1,3,3_1,1,0,1,0,Value 3,1,1,,,0,symmetric,1,1,0,,,3,,1
141217_1145,7,9,3,.27339122,.69094682,1,1,3,AGV,AGV,1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,,1,25,18,,,,1,1,1,1,1,,6,,1,-1,2,.71757853,1,,1,1,-3,1,2,8,9,4,8,2,8,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,AGV,RAND,309,-1,0,0,1,0,.5,0,AGV vs. RAND,positive,1,1,1,2,3_1,0,1,1,0,Value 1,1,1,,,0,symmetric,1,1,1,,,1,,0
141217_1145,2,9,2,.27113068,.90079069,3,3,9,AGV,AGV,2,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,20,10,,,,0,3,3,1,3,,-14,,1,-1,2,.67195702,3,,1,3,1,3,3,5,9,4,5,3,5,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,RAND,AGV,309,7,1,1,1,0,.5,1,AGV vs. RAND,positive,1,1,1,1,3_1,0,1,1,0,Value 3,1,1,,,0,symmetric,1,1,1,,,3,,1
141217_1145,18,9,1,.16097966,.29433265,-1,-10,-30,NSQ,NSQ,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,30,,,35,,0,-10,-10,0,0,9,16,,1,-1,2,.050184108,3,,1,3,-3,-1,3,5,9,4,5,3,5,9,-17,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,SM,309,-1,0,0,0,0,.5,0,SM vs. NSQ,negative,,,1,3,3_1,1,0,0,1,Value -1,0,,0,1,,symmetric,0,0,0,,,1,,1
141217_1145,10,9,2,.11559908,.78581041,3,-10,-30,SM,SM,1,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,28,,24,,,0,-10,-10,1,3,,15,,1,-1,2,.2288128,2,,1,-3,3,3,5,6,9,4,6,5,6,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,NSQ,309,3,1,1,1,0,.5,1,SM vs. NSQ,positive,,,1,2,3_1,0,1,1,0,Value 3,1,,1,0,,symmetric,1,1,1,,,3,,0
141217_1145,4,9,3,.61400008,.064204343,-3,-10,-30,SM,SM,2,No,1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,14,,32,,,0,-10,-10,0,0,,12,,1,-1,2,.90148556,3,,1,3,-3,-3,1,7,9,4,7,1,7,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,SM,309,-3,0,0,0,0,.5,0,SM vs. NSQ,negative,,,1,1,3_1,0,1,0,1,Value -3,1,,1,0,,symmetric,1,1,1,,,3,,1
141217_1145,16,9,2,.62047285,.51139277,1,-10,-30,SM,SM,1,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,21,,35,,0,1,-10,-10,1,1,,21,,1,-1,2,.73651958,2,,1,1,-1,1,3,7,9,4,7,3,7,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,RAND,309,1,1,1,1,0,.5,1,SM vs. RAND,positive,,,1,3,3_1,1,0,1,0,Value 1,1,,1,,0,symmetric,1,1,0,,,1,,0
141217_1145,1,9,2,.64090985,.0060138102,-3,-10,-30,SM,SM,1,No,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,2,,14,,,1,-10,-10,1,-3,,13,,1,-1,2,.6643213,1,,1,1,-3,-3,5,8,9,4,8,5,8,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,RAND,309,-5,0,0,0,0,.5,0,SM vs. RAND,negative,,,1,1,3_1,0,1,0,1,Value -3,1,,1,,0,symmetric,1,1,1,,,3,,0
141217_1145,12,9,1,.41822132,.91707259,3,-10,-30,SM,SM,2,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,22,,31,,,0,-10,-10,1,3,,9,,1,-1,2,.072881714,3,,1,3,-3,3,2,6,9,4,6,2,6,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,RAND,SM,309,3,1,1,1,0,.5,1,SM vs. RAND,positive,,,1,2,3_1,0,1,1,0,Value 3,1,,1,,0,symmetric,1,1,1,,,3,,1
141217_1145,13,9,2,.64942414,.06635236,-3,-10,-30,NSQ,NSQ,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,20,,,32,0,0,-10,-10,0,0,,14,,1,-1,2,.61792058,1,83,1,-1,-3,-3,6,8,9,4,8,6,8,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,RAND,309,-7,0,0,0,0,.5,0,NSQ vs. RAND,negative,,,1,3,3_1,1,0,0,1,Value -3,1,,,1,0,symmetric,1,,0,,,3,,0
141217_1145,8,9,3,.43943456,.59940511,1,-10,-30,NSQ,RAND,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,31,,,30,,0,-10,-10,0,0,,14,,1,-1,2,.59308785,3,,1,-3,-1,1,2,5,9,4,5,2,5,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,RAND,NSQ,309,-3,0,0,0,0,.5,.5,NSQ vs. RAND,positive,,,1,2,3_1,0,1,1,0,Value 1,0,,,0,1,symmetric,1,,1,,,1,,1
141217_1145,6,9,2,.93478566,.79927319,3,-10,-30,RAND,RAND,2,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,26,,,0,10,1,-10,-10,1,3,,20,,1,-1,2,.34332666,1,,1,3,1,3,7,8,9,4,8,7,8,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,NSQ,RAND,309,7,1,1,1,0,.5,.5,NSQ vs. RAND,positive,,,1,1,3_1,0,1,1,0,Value 3,0,,,0,1,symmetric,1,,1,,,3,,0
150429_1450,13,1,3,.2789517,.9593811,7,1,3,AGV,AGV,2,-1,0,0,,,,,1,-1,-1,-1,-1,-1,,1,6,27,0,,,1,1,1,1,7,,14,,2,1,2,.54746318,1,61,1,7,1,1,1,3,8,4,8,3,8,,,19,female,,7,Bündnis 90 / Die Grünen,,3,6,,-1,-1,-1,-1,,,,,,,,,Sonstiges,4,+7,9,18,SM,AGV,401,9,1,1,1,0,.5,1,AGV vs. SM,positive,0,1,1,3,4_1,1,0,1,0,Value 7,1,1,0,,,Right-skewed,1,1,0,1,1,7,1,1
150429_1450,9,1,1,.4006786,.96107304,7,-10,-30,SM,AGV,1,Yes,3,0,,,,,-1,-1,-1,-1,-1,-1,,1,34,0,35,,,1,-10,-10,1,7,,23,,2,1,2,.0075479341,3,,1,7,7,1,1,2,6,4,6,2,6,,,19,female,,7,Bündnis 90 / Die Grünen,,3,6,,-2,-1,-1,-1,,,,,,,,,Sonstiges,4,+7,9,18,AGV,SM,401,15,1,1,1,0,.5,1,AGV vs. SM,positive,,,1,2,4_1,0,1,1,0,Value 7,1,1,0,,,Right-skewed,1,1,1,,1,7,0,0
150429_1450,1,1,2,.040512968,.56524229,1,-10,-30,SM,AGV,2,Yes,1,0,,,,,-1,-1,-1,-1,-1,-1,,1,27,0,25,0,0,0,-10,-10,0,0,9,11,,2,1,2,.38722509,3,0,1,1,-3,-3,1,5,6,4,6,5,6,0,0,19,female,,7,Bündnis 90 / Die Grünen,,3,6,,-2,-1,-1,-1,,,,,,,,,Sonstiges,4,+7,9,18,SM,AGV,401,-5,0,0,0,0,.5,0,AGV vs. SM,positive,,,1,1,4_1,0,1,1,0,Value 1,1,1,0,,,Right-skewed,1,1,1,,1,1,0,1
150429_1450,16,1,1,.975595,.6550594,1,1,15,AGV,AGV,2,-1,0,.83999997,,,,,-1,-1,-1,-1,-1,-1,,1,32,38,,0,,0,7,7,1,1.84,,18,,2,1,2,.22838542,1,,1,1,7,1,1,3,9,4,9,3,9,,,19,female,,7,Bündnis 90 / Die Grünen,,3,6,,1,-1,-1,-1,,,,,,,,,Sonstiges,4,+7,9,18,NSQ,AGV,401,9,1,1,1,0,.5,1,AGV vs. NSQ,positive,1,1,1,3,4_1,1,0,1,0,Value 1,1,1,,0,,Right-skewed,1,1,0,,1,1,0,1
150429_1450,4,1,3,.87896413,.18599516,-3,-3,5,AGV,AGV,2,-1,0,.33000001,,,,,-1,-1,-1,-1,-1,-1,,0,34,24,,,,0,1,7,1,-2.6700001,,17,,2,1,2,.69511139,1,,1,-3,1,1,1,3,9,4,9,3,9,,,19,female,,7,Bündnis 90 / Die Grünen,,3,6,,-1,1,-1,-1,,,,,,,,,Sonstiges,4,+7,9,18,NSQ,AGV,401,-1,0,0,1,0,.5,0,AGV vs. NSQ,negative,1,1,1,1,4_1,0,1,0,1,Value -3,1,1,,0,,Right-skewed,1,1,1,,1,3,0,1
150429_1450,8,1,1,.86383653,.2231822,-3,-3,-5,AGV,AGV,1,-1,0,-.079999998,,,,,-1,-1,-1,1,-1,-1,,0,31,34,,,,1,-1,-1,0,-.079999998,,19,,2,1,2,.43143219,1,,1,-3,-1,-1,1,7,8,4,8,7,8,,,19,female,,7,Bündnis 90 / Die Grünen,,3,6,,-1,-1,-1,-1,,,,,,,,,Sonstiges,4,+7,9,18,AGV,NSQ,401,-5,0,0,0,0,.5,0,AGV vs. NSQ,negative,1,1,1,2,4_1,0,1,0,1,Value -3,1,1,,0,,Right-skewed,1,1,1,,1,3,0,0
150429_1450,15,1,1,.804663,.60139149,1,1,9,AGV,AGV,1,-1,0,.41999999,,,,,-1,-1,-1,-1,-1,-1,,1,31,33,,,0,0,7,1,1,1.42,,21,,2,1,2,.18491265,1,,1,1,1,1,1,3,6,4,6,3,6,,,19,female,,7,Bündnis 90 / Die Grünen,,3,6,,-1,1,-1,-1,,,,,,,,,Sonstiges,4,+7,9,18,AGV,RAND,401,3,1,1,1,0,.5,1,AGV vs. RAND,positive,1,1,1,3,4_1,1,0,1,0,Value 1,1,1,,,0,Right-skewed,1,1,0,,1,1,0,0
