session,Period,Subject,matching_group,rand,r,Valuation,reported_valuation,sum_reported_valuations,GroupDecisionRule,GroupDecisionVote,GroupDecisionVote_XY,vote,VotesInFavour,transfer,reports_others_3_3,reports_others_3_1,reports_others_3_minus_1,reports_others_3_minus_3,reports_others_1_1,reports_others_1_minus_1,reports_others_1_minus_3,reports_others_minus_1_minus_1,reports_others_minus_1_minus_3,reports_others_minus_3_minus_3,TimeOKTestQuestionsOK,positive,TimeOKStageONEOK,TimeWertschaetbenStageTWOAGVOK,TimeStimmeAbgebenStageTWOK2OK,TimeWEITERStageTWOStatusQuoOK,TimeZumMuenzwuImplementationOK,Draw_random_provision,ReportsVector1,ReportsVector2,provision,payoff,earnings,TimeOKOUTPUTRESULTSOK,TimeOKEndOfTrialRoundsOK,independent_groups,group_formation,i,random_number,rank,TimeWEITERWAITNGAFTERROUND12OK,NumberRank,ValuationVector1,ValuationVector2,ValuationVector3,snr1,snr2,snr3,x,y,srnr1,srnr2,SelectedPeriod,TimeOKProfitInfoOK,Age,Gender,TimeOKQuestionaire1OK,Orientation,Party,TimeOKQuestionaire2OK,risk_self,risk_others,TimeOKQuestionaire3OK,reports_others_7_7,reports_others_7_1,reports_others_7_minus_1,reports_others_7_minus_3,reports_others_3_minus_7,reports_others_1_minus_7,reports_others_minus_1_minus_7,reports_others_minus_7_minus_7,reports_others_7_minus_2,reports_others_minus_1_minus_2,reports_others_minus_2_minus_2,reports_others_minus_2_minus_3,Study_Subject,Session_number,treatment_distribution,maxsession,maxsubject,Rule_1,Rule_2,identifier,SurplusGroup,EfficientChoice,HypotheticalResultAGV,HypotheticalResultSM,HypotheticalResultSQ,HypotheticalResultRAND,ChoiceResultSubject,BinaryChoice,dummy_valuation_negative,truth_telling,truth_telling_sign,never_misreports_sign,block,session_match,ad_interim_round,ex_ante_round,valuation_positive,valuation_negative,Value_factor,Rule_Vote,chose_AGV,chose_SM,chose_NSQ,chose_RAND,treatment_number,efficient,efficient_mech_choice,ex_ante_efficient,GK_prefAGV,TaxTheWinner,absVal,Veto,comparison_order_inverted,Rational
141215_1520,17,1,1,0.27368909,0.93045443,3,-10,-30,SM,AGV,2,Yes,1,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,31,0.0,37.0,,,0,-10,-10,0,0.0,,24,,1,-1,2,0.085776716,3,,1,3,-1,-1,1,11,12,4,12,11,12,,,25,female,,7,Bündnis 90 / Die Grünen,,3,1,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,201,1,1,1,0,0,0.5,1.0,AGV vs. SM,positive,,,1,3,2_1,1,0,1,0,Value 3,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,1.0,,3,,1,1
141215_1520,17,11,1,0.76628935,0.2566354,-1,-10,-30,SM,AGV,2,No,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,26,0.0,38.0,,,0,-10,-10,0,0.0,,24,,1,-1,2,0.073257372,2,,1,3,-1,-1,1,11,12,4,12,1,12,,,24,female,,4,SPD,,3,2,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,211,1,1,1,0,0,0.5,1.0,AGV vs. SM,negative,,,0,3,2_1,1,0,0,1,Value -1,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,0.0,,1,,1,1
141215_1520,17,12,1,0.93065214,0.470355,-1,-10,-30,SM,SM,1,No,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,34,0.0,30.0,,,1,-10,-10,0,0.0,,24,,1,-1,2,0.012440397,1,,1,3,-1,-1,1,11,12,4,11,1,11,,,23,male,,6,Sonstige,,5,5,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,212,1,1,1,0,0,0.5,0.0,AGV vs. SM,negative,,,1,3,2_1,1,0,0,1,Value -1,0,0.0,1.0,,,symmetric,0.0,0.0,0.0,0.0,,1,,1,1
141215_1520,17,3,2,0.6078667,0.53938365,1,1,3,AGV,AGV,2,-1,0,0.125,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,14,37.0,0.0,,,1,-1,3,1,1.125,,22,,1,-1,2,0.10137185,2,,1,1,-1,1,3,8,9,4,9,8,9,,,20,male,,1,Die Linke,,3,1,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,203,1,1,1,1,0,0.5,1.0,AGV vs. SM,positive,1.0,1.0,0,3,2_1,1,0,1,0,Value 1,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,0.0,,1,,1,1
141215_1520,17,8,2,0.86145908,0.37529638,-1,-1,3,AGV,AGV,2,-1,0,0.125,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,33,38.0,0.0,,,0,1,3,1,-0.875,,24,,1,-1,2,0.23667943,1,,1,1,-1,1,3,8,9,4,9,3,9,,,24,male,,6,Sonstige,,6,8,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,208,1,1,1,1,0,0.5,1.0,AGV vs. SM,negative,1.0,1.0,1,3,2_1,1,0,0,1,Value -1,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,0.0,,1,,1,1
141215_1520,17,9,2,0.36209711,0.74893653,1,3,3,AGV,AGV,2,-1,0,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,,1,27,39.0,0.0,,,1,1,-1,1,0.75,,18,,1,-1,2,0.24508156,3,,1,1,-1,1,3,8,9,4,8,3,8,,,18,male,,4,SPD,,4,3,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,209,1,1,1,1,0,0.5,1.0,AGV vs. SM,positive,0.0,1.0,0,3,2_1,1,0,1,0,Value 1,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,0.0,,1,,1,1
141215_1520,17,2,3,0.75676793,0.23242585,-3,-10,-30,SM,SM,1,No,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,34,0.0,37.0,,,0,-10,-10,0,0.0,,23,,1,-1,2,0.44556829,3,,1,-3,1,-3,2,13,15,4,15,13,15,,,27,male,,6,Nichtwähler,,5,5,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,202,-5,0,0,0,0,0.5,0.0,AGV vs. SM,negative,,,0,3,2_1,1,0,0,1,Value -3,0,0.0,1.0,,,symmetric,0.0,0.0,0.0,1.0,,3,,1,0
141215_1520,17,13,3,0.91126865,0.65968949,1,-10,-30,SM,SM,1,Yes,1,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,32,0.0,38.0,,,1,-10,-10,0,0.0,,25,,1,-1,2,0.62086695,1,,1,-3,1,-3,2,13,15,4,15,2,15,,,21,male,,2,Die Linke,,8,6,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,213,-5,0,0,0,0,0.5,0.0,AGV vs. SM,positive,,,1,3,2_1,1,0,1,0,Value 1,0,0.0,1.0,,,symmetric,0.0,0.0,0.0,0.0,,1,,1,1
141215_1520,17,15,3,0.8713482,0.20192088,-3,-10,-30,SM,SM,1,No,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,27,0.0,36.0,,,1,-10,-10,0,0.0,,24,,1,-1,2,0.32371902,2,,1,-3,1,-3,2,13,15,4,13,2,13,,,23,male,,11,AfD,,7,2,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,215,-5,0,0,0,0,0.5,0.0,AGV vs. SM,negative,,,1,3,2_1,1,0,0,1,Value -3,0,0.0,1.0,,,symmetric,0.0,0.0,0.0,1.0,,3,,1,0
141215_1520,17,5,4,0.38831294,0.80649728,3,3,9,AGV,AGV,2,-1,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,34,38.0,0.0,,,0,3,3,1,3.0,,22,,1,-1,2,0.74566561,3,,1,3,3,3,5,10,14,4,14,10,14,,,24,male,,8,CDU/CSU,,8,6,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,205,9,1,1,1,0,0.5,1.0,AGV vs. SM,positive,1.0,1.0,1,3,2_1,1,0,1,0,Value 3,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,1.0,,3,,1,1
141215_1520,17,10,4,0.41565189,0.80605966,3,3,9,AGV,AGV,2,-1,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,27,38.0,0.0,,,0,3,3,1,3.0,,21,,1,-1,2,0.74966431,2,,1,3,3,3,5,10,14,4,14,5,14,,,20,male,,4,SPD,,5,3,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,210,9,1,1,1,0,0.5,1.0,AGV vs. SM,positive,1.0,1.0,1,3,2_1,1,0,1,0,Value 3,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,1.0,,3,,1,1
141215_1520,17,14,4,0.58660984,0.89995295,3,3,9,AGV,AGV,2,-1,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,34,38.0,0.0,,,0,3,3,1,3.0,,20,,1,-1,2,0.64931351,1,,1,3,3,3,5,10,14,4,10,5,10,,,24,female,,10,Nichtwähler,,7,7,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,214,9,1,1,1,0,0.5,1.0,AGV vs. SM,positive,1.0,1.0,1,3,2_1,1,0,1,0,Value 3,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,1.0,,3,,1,1
141215_1520,17,4,5,0.036022201,0.80019075,3,3,-3,AGV,AGV,2,-1,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,1.0,,1,24,36.0,0.0,,,1,-3,-3,0,0.0,,22,,1,-1,2,0.95176089,3,,1,3,-3,-3,4,6,7,4,7,6,7,,,19,male,,3,SPD,,7,3,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,204,-3,0,0,0,0,0.5,0.0,AGV vs. SM,positive,1.0,1.0,1,3,2_1,1,0,1,0,Value 3,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,1.0,,3,,1,1
141215_1520,17,6,5,0.048929736,0.0074402886,-3,-3,-3,AGV,AGV,2,-1,0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,36,38.0,0.0,,,0,3,-3,0,0.0,,24,,1,-1,2,0.89868331,2,,1,3,-3,-3,4,6,7,4,7,4,7,,,24,female,,6,CDU/CSU,,7,6,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,206,-3,0,0,0,0,0.5,0.0,AGV vs. SM,negative,1.0,1.0,1,3,2_1,1,0,0,1,Value -3,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,1.0,,3,,1,1
141215_1520,17,7,5,0.54278213,0.071696758,-3,-3,-3,AGV,AGV,2,-1,0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,34,39.0,0.0,,,0,3,-3,0,0.0,,24,,1,-1,2,0.89258152,1,,1,3,-3,-3,4,6,7,4,6,4,6,,,26,female,,6,CDU/CSU,,6,6,,,,,,,,,,,,,,,2,symmetric,9,15,SM,AGV,207,-3,0,0,0,0,0.5,0.0,AGV vs. SM,negative,1.0,1.0,1,3,2_1,1,0,0,1,Value -3,1,1.0,0.0,,,symmetric,1.0,1.0,0.0,1.0,,3,,1,1
141215_1520,18,1,1,0.22900935,0.94704145,3,-10,-30,NSQ,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,36,,,39.0,0.0,1,-10,-10,0,0.0,9.0,25,,1,-1,2,0.051887326,2,,1,3,-1,1,1,5,6,4,6,5,6,16.0,17.0,25,female,,7,Bündnis 90 / Die Grünen,,3,1,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,201,3,1,1,1,0,0.5,0.5,NSQ vs. RAND,positive,,,1,3,2_1,1,0,1,0,Value 3,0,,,0.0,1.0,symmetric,0.0,0.0,0.0,,,3,,0,1
141215_1520,18,5,1,0.27875185,0.2826767,-1,-10,-30,NSQ,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,31,,,39.0,0.0,1,-10,-10,0,0.0,9.0,25,,1,-1,2,0.26490593,1,,1,3,-1,1,1,5,6,4,6,1,6,16.0,24.0,24,male,,8,CDU/CSU,,8,6,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,205,3,1,1,1,0,0.5,0.0,NSQ vs. RAND,negative,,,1,3,2_1,1,0,0,1,Value -1,1,,,1.0,0.0,symmetric,0.0,0.0,0.0,,,1,,0,1
141215_1520,18,6,1,0.098425709,0.68099993,1,-10,-30,NSQ,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,35,,,38.0,0.0,1,-10,-10,0,0.0,9.0,25,,1,-1,2,0.24087143,3,,1,3,-1,1,1,5,6,4,5,1,5,16.0,13.0,24,female,,6,CDU/CSU,,7,6,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,206,3,1,1,1,0,0.5,0.5,NSQ vs. RAND,positive,,,1,3,2_1,1,0,1,0,Value 1,0,,,0.0,1.0,symmetric,0.0,0.0,0.0,,,1,,0,1
141215_1520,18,8,2,0.21493356,0.34776148,-1,-10,-30,NSQ,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,30,,,39.0,0.0,0,-10,-10,0,0.0,9.0,25,,1,-1,2,0.38829368,1,,1,-1,-1,3,8,11,15,4,15,11,15,16.0,21.0,24,male,,6,Sonstige,,6,8,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,208,1,1,1,0,0,0.5,0.0,NSQ vs. RAND,negative,,,1,3,2_1,1,0,0,1,Value -1,1,,,1.0,0.0,symmetric,0.0,0.0,0.0,,,1,,0,1
141215_1520,18,11,2,0.035464972,0.27420288,-1,-10,-30,NSQ,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,36,,,36.0,0.0,1,-10,-10,0,0.0,9.0,25,,1,-1,2,0.34426922,3,,1,-1,-1,3,8,11,15,4,15,8,15,16.0,21.0,24,female,,4,SPD,,3,2,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,211,1,1,1,0,0,0.5,0.0,NSQ vs. RAND,negative,,,0,3,2_1,1,0,0,1,Value -1,1,,,1.0,0.0,symmetric,0.0,0.0,0.0,,,1,,0,1
141215_1520,18,15,2,0.20860991,0.87612057,3,-10,-30,NSQ,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,32,,,37.0,0.0,1,-10,-10,0,0.0,9.0,25,,1,-1,2,0.38451391,2,,1,-1,-1,3,8,11,15,4,11,8,11,16.0,20.0,23,male,,11,AfD,,7,2,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,215,1,1,1,0,0,0.5,0.5,NSQ vs. RAND,positive,,,1,3,2_1,1,0,1,0,Value 3,0,,,0.0,1.0,symmetric,0.0,0.0,0.0,,,3,,0,1
141215_1520,18,2,3,0.21158615,0.88659286,3,-10,-30,NSQ,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,35,,,38.0,0.0,1,-10,-10,0,0.0,9.0,25,,1,-1,2,0.39399576,3,,1,3,-3,-3,2,10,14,4,14,10,14,16.0,16.0,27,male,,6,Nichtwähler,,5,5,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,202,-3,0,0,0,0,0.5,0.5,NSQ vs. RAND,positive,,,0,3,2_1,1,0,1,0,Value 3,0,,,0.0,1.0,symmetric,0.0,0.0,0.0,,,3,,0,1
141215_1520,18,10,3,0.58358294,0.15392607,-3,-10,-30,NSQ,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,36,,,39.0,0.0,0,-10,-10,0,0.0,9.0,25,,1,-1,2,0.40870172,2,,1,3,-3,-3,2,10,14,4,14,2,14,16.0,22.0,20,male,,4,SPD,,5,3,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,210,-3,0,0,0,0,0.5,0.0,NSQ vs. RAND,negative,,,1,3,2_1,1,0,0,1,Value -3,1,,,1.0,0.0,symmetric,0.0,0.0,0.0,,,3,,0,1
141215_1520,18,14,3,0.81729543,0.081649303,-3,-10,-30,NSQ,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,36,,,40.0,0.0,0,-10,-10,0,0.0,9.0,25,,1,-1,2,0.41675287,1,,1,3,-3,-3,2,10,14,4,10,2,10,16.0,23.0,24,female,,10,Nichtwähler,,7,7,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,214,-3,0,0,0,0,0.5,0.0,NSQ vs. RAND,negative,,,1,3,2_1,1,0,0,1,Value -3,1,,,1.0,0.0,symmetric,0.0,0.0,0.0,,,3,,0,1
141215_1520,18,4,4,0.32605392,0.18832123,-3,-10,-30,RAND,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,36,,,0.0,37.0,0,-10,-10,0,-3.0,9.0,25,,1,-1,2,0.72603059,2,,1,-3,3,3,4,9,13,4,13,9,13,16.0,19.0,19,male,,3,SPD,,7,3,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,204,3,1,1,1,0,0.5,0.0,NSQ vs. RAND,negative,,,1,3,2_1,1,0,0,1,Value -3,1,,,1.0,0.0,symmetric,0.0,0.0,0.0,,,3,,0,1
141215_1520,18,9,4,0.5253889,0.95998001,3,-10,-30,RAND,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,32,,,0.0,37.0,1,-10,-10,1,3.0,9.0,25,,1,-1,2,0.52808779,1,,1,-3,3,3,4,9,13,4,13,4,13,16.0,16.0,18,male,,4,SPD,,4,3,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,209,3,1,1,1,0,0.5,0.5,NSQ vs. RAND,positive,,,0,3,2_1,1,0,1,0,Value 3,0,,,0.0,1.0,symmetric,0.0,0.0,0.0,,,3,,0,1
141215_1520,18,13,4,0.059757706,0.86195701,3,-10,-30,RAND,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,34,,,0.0,40.0,0,-10,-10,0,3.0,9.0,25,,1,-1,2,0.56580561,3,,1,-3,3,3,4,9,13,4,9,4,9,16.0,23.0,21,male,,2,Die Linke,,8,6,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,213,3,1,1,1,0,0.5,0.5,NSQ vs. RAND,positive,,,1,3,2_1,1,0,1,0,Value 3,0,,,0.0,1.0,symmetric,0.0,0.0,0.0,,,3,,0,1
141215_1520,18,3,5,0.57140666,0.12840696,-3,-10,-30,NSQ,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,27,,,40.0,0.0,0,-10,-10,0,0.0,9.0,24,,1,-1,2,0.89761341,3,,1,-3,1,-1,3,7,12,4,12,7,12,16.0,16.0,20,male,,1,Die Linke,,3,1,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,203,-3,0,0,0,0,0.5,0.0,NSQ vs. RAND,negative,,,0,3,2_1,1,0,0,1,Value -3,1,,,1.0,0.0,symmetric,0.0,0.0,0.0,,,3,,0,1
141215_1520,18,7,5,0.75188154,0.70704257,1,-10,-30,NSQ,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,34,,,39.0,0.0,0,-10,-10,0,0.0,9.0,25,,1,-1,2,0.98838025,2,,1,-3,1,-1,3,7,12,4,12,3,12,16.0,17.0,26,female,,6,CDU/CSU,,6,6,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,207,-3,0,0,0,0,0.5,0.5,NSQ vs. RAND,positive,,,1,3,2_1,1,0,1,0,Value 1,0,,,0.0,1.0,symmetric,0.0,0.0,0.0,,,1,,0,1
141215_1520,18,12,5,0.82713681,0.31849214,-1,-10,-30,NSQ,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,38,,,40.0,0.0,0,-10,-10,0,0.0,9.0,25,,1,-1,2,0.96600705,1,,1,-3,1,-1,3,7,12,4,7,3,7,16.0,17.0,23,male,,6,Sonstige,,5,5,,,,,,,,,,,,,,,2,symmetric,9,15,NSQ,RAND,212,-3,0,0,0,0,0.5,0.0,NSQ vs. RAND,negative,,,1,3,2_1,1,0,0,1,Value -1,1,,,1.0,0.0,symmetric,0.0,0.0,0.0,,,1,,0,1
141217_1145,1,1,1,0.56040353,0.65306431,1,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,19,0.0,25.0,0.0,0.0,0,-10,-10,1,1.0,9.0,16,,1,-1,2,0.49375197,1,0.0,1,1,3,3,1,2,6,4,6,2,6,0.0,0.0,22,female,,5,Bündnis 90 / Die Grünen,,3,7,,,,,,,,,,,,,,Sonstiges,3,symmetric,9,9,SM,RAND,301,7,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,3_1,0,1,1,0,Value 1,1,,1.0,,0.0,symmetric,1.0,1.0,1.0,,,1,,0,1
141217_1145,1,2,1,0.021642949,0.75305909,3,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,23,,26.0,,,0,-10,-10,1,3.0,,16,,1,-1,2,0.27468634,3,,1,1,3,3,1,2,6,4,6,1,6,,,20,female,,4,SPD,,2,6,,,,,,,,,,,,,,Sozial- / Politikwissenschaften,3,symmetric,9,9,SM,RAND,302,7,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,3_1,0,1,1,0,Value 3,1,,1.0,,0.0,symmetric,1.0,1.0,1.0,,,3,,0,1
141217_1145,1,6,1,0.25217238,0.9257865,3,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,23,,24.0,,,0,-10,-10,1,3.0,,9,,1,-1,2,0.030104009,2,,1,1,3,3,1,2,6,4,2,1,2,,,24,female,,6,CDU/CSU,,7,5,,,,,,,,,,,,,,BWL,3,symmetric,9,9,SM,RAND,306,7,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,3_1,0,1,1,0,Value 3,1,,1.0,,0.0,symmetric,1.0,1.0,1.0,,,3,,0,1
141217_1145,1,5,2,0.36407629,0.6654188,1,-10,-30,SM,SM,1,Yes,2,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,22,,20.0,,,1,-10,-10,1,1.0,,21,,1,-1,2,0.6454199,2,,1,1,-3,-3,5,8,9,4,9,8,9,,,22,male,,6,CDU/CSU,,8,6,,,,,,,,,,,,,,Jura,3,symmetric,9,9,SM,RAND,305,-5,0,0,0,0,0.5,0.0,SM vs. RAND,positive,,,1,1,3_1,0,1,1,0,Value 1,1,,1.0,,0.0,symmetric,1.0,1.0,1.0,,,1,,0,1
141217_1145,1,8,2,0.28482518,0.20636536,-3,-10,-30,SM,RAND,2,Yes,2,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,10,,16.0,,,1,-10,-10,1,-3.0,,20,,1,-1,2,0.69368702,3,,1,1,-3,-3,5,8,9,4,9,5,9,,,25,female,,5,Nichtwähler,,10,10,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,RAND,308,-5,0,0,0,0,0.5,0.5,SM vs. RAND,negative,,,0,1,3_1,0,1,0,1,Value -3,0,,0.0,,1.0,symmetric,0.0,0.0,0.0,,,3,,0,0
141217_1145,1,9,2,0.64090985,0.0060138102,-3,-10,-30,SM,SM,1,No,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,2,,14.0,,,1,-10,-10,0,-3.0,,13,,1,-1,2,0.6643213,1,,1,1,-3,-3,5,8,9,4,8,5,8,,,29,male,,5,CDU/CSU,,4,2,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,RAND,309,-5,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,1,1,3_1,0,1,0,1,Value -3,1,,1.0,,0.0,symmetric,1.0,1.0,1.0,,,3,,0,1
141217_1145,1,3,3,0.79746664,0.77888429,3,-10,-30,SM,SM,1,Yes,2,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,-11,,33.0,,,0,-10,-10,1,3.0,,11,,1,-1,2,0.70800626,1,,1,3,1,-3,3,4,7,4,7,4,7,,,30,female,,3,Bündnis 90 / Die Grünen,,7,6,,,,,,,,,,,,,,Sozial- / Politikwissenschaften,3,symmetric,9,9,SM,RAND,303,1,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,3_1,0,1,1,0,Value 3,1,,1.0,,0.0,symmetric,1.0,1.0,1.0,,,3,,0,1
141217_1145,1,4,3,0.52570444,0.5779044,1,-10,-30,SM,RAND,2,Yes,2,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,26,,26.0,,,0,-10,-10,1,1.0,,10,,1,-1,2,0.7625522,2,,1,3,1,-3,3,4,7,4,7,3,7,,,19,female,,6,CDU/CSU,,2,7,,,,,,,,,,,,,,Kommunikationswissenschaften,3,symmetric,9,9,SM,RAND,304,1,1,1,1,0,0.5,0.5,SM vs. RAND,positive,,,0,1,3_1,0,1,1,0,Value 1,0,,0.0,,1.0,symmetric,0.0,0.0,0.0,,,1,,0,0
141217_1145,1,7,3,0.28973556,0.088551223,-3,-10,-30,SM,SM,1,No,0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,33,,35.0,,,1,-10,-10,0,-3.0,,20,,1,-1,2,0.71645391,3,,1,3,1,-3,3,4,7,4,4,3,4,,,25,female,,6,Nichtwähler,,6,9,,,,,,,,,,,,,,Wirtschaftspädagogik / Lehramt,3,symmetric,9,9,SM,RAND,307,1,1,1,1,0,0.5,1.0,SM vs. RAND,negative,,,1,1,3_1,0,1,0,1,Value -3,1,,1.0,,0.0,symmetric,1.0,1.0,1.0,,,3,,0,1
